id_tenant,sleep_schedule,work_shift,energy_rhythm,education_level,budget,languages_spoken,social_level,cleanliness_rating,likes_reading,likes_cooking,cooking_preference,on_diet,smoker,likes_pets,pet_allergy,frequent_visits,remote_worker,plays_sports,listens_loud_music,preferred_music_genre,ideal_weekend_plan,noise_tolerance,shares_common_items,relationship_status
7654,Night owl,Morning,Medium,PhD,519,"Italian, English",Extrovert,2,No,No,Cook,Yes,Yes,Yes,Yes,No,Yes,No,Yes,None,Party,Low,Yes,Relationship
7655,Flexible,Morning,Low,High School,924,"French, English",Balanced,4,Yes,Yes,Cook,Yes,No,No,Yes,No,Yes,No,No,Pop,Hike,Medium,No,Single
7656,Flexible,Afternoon,Low,Bachelor's,755,"Italian, German",Extrovert,3,Yes,Yes,Cook,Yes,No,Yes,No,Yes,No,Yes,No,None,Chill,High,No,Relationship
7657,Early bird,Night,Low,Bachelor's,1084,"Italian, English, French",Balanced,4,No,Yes,Cook,No,No,Yes,Yes,No,Yes,No,No,Jazz,Hike,Medium,No,Relationship
7658,Night owl,Night,Low,Bachelor's,399,"German, Spanish, English",Introvert,5,Yes,Yes,Order,No,No,No,No,Yes,Yes,No,No,Jazz,Party,Low,Yes,Relationship
7659,Night owl,Afternoon,Low,High School,962,"Italian, French",Introvert,5,Yes,No,Cook,No,No,No,Yes,Yes,Yes,Yes,No,None,Family Time,High,Yes,Single
7660,Flexible,Night,High,Master's,928,French,Introvert,1,Yes,No,Order,No,Yes,No,Yes,Yes,Yes,Yes,Yes,None,Hike,High,No,Relationship
7661,Flexible,Morning,Medium,High School,878,"English, Spanish, Italian",Balanced,2,Yes,Yes,Cook,No,No,Yes,Yes,Yes,Yes,No,Yes,Reggaeton,Travel,Low,Yes,Relationship
7662,Flexible,Night,Medium,Master's,943,English,Introvert,1,No,No,Order,Yes,Yes,Yes,No,No,No,Yes,No,Pop,Travel,Medium,No,Single
7663,Early bird,Afternoon,Low,High School,906,"German, French, English",Extrovert,4,Yes,Yes,Cook,No,Yes,No,Yes,No,No,No,Yes,Techno,Chill,Medium,No,Single
7664,Early bird,Afternoon,High,High School,487,French,Balanced,5,No,No,Cook,No,No,No,Yes,Yes,Yes,No,Yes,Classical,Hike,Medium,No,Relationship
7665,Flexible,Afternoon,High,PhD,649,"German, Spanish, English",Introvert,2,No,No,Cook,No,No,Yes,Yes,Yes,No,No,No,Jazz,Family Time,Low,No,Single
7666,Night owl,Morning,High,Bachelor's,1133,"German, French, English",Extrovert,3,No,Yes,Cook,No,Yes,Yes,No,No,Yes,No,Yes,Pop,Chill,Low,Yes,Single
7667,Night owl,Night,Low,Master's,691,"Italian, English",Balanced,2,Yes,No,Cook,No,Yes,No,No,Yes,Yes,No,No,Rock,Chill,Medium,No,Single
7668,Early bird,Night,High,PhD,702,"Italian, English",Balanced,5,No,Yes,Order,No,Yes,No,Yes,Yes,Yes,No,No,Rock,Travel,Medium,No,Single
7669,Night owl,Night,Medium,Bachelor's,1149,"French, English",Extrovert,5,Yes,Yes,Order,No,Yes,Yes,Yes,No,No,No,Yes,Pop,Hike,Medium,Yes,Relationship
7670,Early bird,Night,Low,Bachelor's,940,Spanish,Introvert,5,Yes,No,Order,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Jazz,Chill,Low,No,Relationship
7671,Early bird,Afternoon,High,Bachelor's,501,"French, English",Introvert,5,Yes,Yes,Cook,No,Yes,No,Yes,No,No,No,Yes,Classical,Chill,Low,Yes,Single
7672,Night owl,Afternoon,High,PhD,808,"German, Spanish, French",Balanced,1,No,Yes,Cook,No,No,No,Yes,Yes,No,No,No,Pop,Party,Medium,No,Relationship
7673,Night owl,Morning,High,Master's,655,"French, German, Italian",Introvert,5,Yes,No,Cook,No,Yes,Yes,No,Yes,No,Yes,Yes,Techno,Hike,Medium,Yes,Relationship
7674,Flexible,Afternoon,Medium,High School,1180,Spanish,Introvert,2,No,Yes,Order,Yes,Yes,Yes,No,No,No,No,No,None,Travel,High,No,Relationship
7675,Night owl,Night,Medium,Master's,711,Italian,Extrovert,3,No,Yes,Order,Yes,Yes,No,No,No,Yes,Yes,No,Rock,Family Time,Medium,Yes,Relationship
7676,Flexible,Afternoon,Low,PhD,930,"Spanish, English",Balanced,2,Yes,Yes,Order,Yes,No,Yes,Yes,No,No,Yes,No,Reggaeton,Party,Low,No,Relationship
7677,Flexible,Afternoon,Low,High School,1116,"Italian, German",Extrovert,4,No,No,Order,Yes,No,No,Yes,No,Yes,Yes,No,Jazz,Chill,High,No,Relationship
7678,Early bird,Night,Medium,High School,462,"English, Italian, Spanish",Balanced,2,Yes,Yes,Cook,No,Yes,No,No,Yes,Yes,Yes,No,Rock,Travel,High,Yes,Relationship
7679,Early bird,Morning,High,Bachelor's,622,"English, Italian, Spanish",Extrovert,1,No,Yes,Order,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Reggaeton,Chill,High,No,Single
7680,Flexible,Afternoon,Low,Bachelor's,864,"French, Italian",Balanced,3,No,No,Cook,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,None,Travel,Medium,No,Relationship
7681,Flexible,Morning,Medium,PhD,933,"English, German, Spanish",Introvert,2,Yes,Yes,Order,No,Yes,No,Yes,No,No,No,No,Pop,Hike,Medium,No,Single
7682,Flexible,Afternoon,Medium,PhD,784,French,Extrovert,5,No,No,Order,No,Yes,Yes,Yes,Yes,No,Yes,No,Rock,Chill,High,No,Single
7683,Night owl,Afternoon,Low,High School,934,Spanish,Balanced,4,Yes,No,Cook,No,Yes,Yes,No,Yes,Yes,Yes,No,Reggaeton,Travel,High,No,Relationship
7684,Night owl,Afternoon,Medium,PhD,961,German,Introvert,5,No,No,Order,Yes,Yes,No,No,Yes,Yes,Yes,No,Jazz,Travel,Medium,No,Relationship
7685,Flexible,Night,Low,Master's,944,"Spanish, German",Balanced,3,No,Yes,Cook,Yes,Yes,Yes,No,No,No,Yes,Yes,Pop,Hike,High,No,Single
7686,Night owl,Night,Low,Bachelor's,409,"Spanish, French",Extrovert,1,Yes,No,Order,No,Yes,No,Yes,No,Yes,Yes,Yes,Techno,Party,High,Yes,Single
7687,Night owl,Morning,High,Bachelor's,360,"Spanish, Italian",Introvert,3,No,No,Order,Yes,Yes,No,Yes,No,No,Yes,Yes,Classical,Family Time,Low,No,Relationship
7688,Early bird,Night,Medium,Master's,1113,"Italian, French, Spanish",Balanced,1,No,No,Cook,Yes,Yes,Yes,Yes,No,Yes,No,Yes,None,Chill,High,Yes,Single
7689,Flexible,Morning,Medium,Master's,591,Spanish,Extrovert,3,No,Yes,Order,No,Yes,Yes,No,No,Yes,Yes,No,Rock,Party,Low,No,Relationship
7690,Night owl,Morning,High,Bachelor's,426,"Italian, French",Introvert,3,No,Yes,Cook,Yes,Yes,No,Yes,Yes,Yes,Yes,No,None,Family Time,High,Yes,Single
7691,Night owl,Morning,High,PhD,460,English,Extrovert,3,No,No,Cook,No,No,No,Yes,No,No,No,Yes,None,Hike,Low,Yes,Relationship
7692,Early bird,Night,Low,Bachelor's,1183,French,Extrovert,5,No,Yes,Cook,No,No,Yes,Yes,No,Yes,Yes,Yes,Techno,Family Time,Medium,No,Relationship
7693,Night owl,Night,Low,High School,747,"French, Spanish",Extrovert,1,Yes,No,Order,No,Yes,Yes,Yes,Yes,No,No,No,Rock,Party,High,No,Single
7694,Night owl,Night,Low,High School,659,"Spanish, French, German",Extrovert,1,Yes,No,Cook,Yes,Yes,No,No,Yes,No,Yes,No,Jazz,Hike,Medium,No,Relationship
7695,Night owl,Morning,Medium,High School,1109,"Spanish, German, English",Extrovert,1,No,No,Order,No,Yes,Yes,Yes,Yes,No,No,No,Reggaeton,Travel,High,No,Single
7696,Night owl,Afternoon,Medium,Master's,805,"English, French, Italian",Extrovert,2,No,Yes,Cook,No,No,No,Yes,Yes,No,Yes,No,Classical,Chill,High,No,Relationship
7697,Early bird,Night,High,Bachelor's,625,"English, French",Balanced,5,No,Yes,Cook,Yes,No,Yes,Yes,No,No,Yes,Yes,Pop,Party,Low,No,Single
7698,Early bird,Afternoon,Low,Master's,617,French,Extrovert,2,No,Yes,Order,No,No,Yes,Yes,No,No,No,No,None,Hike,Low,No,Single
7699,Early bird,Morning,High,PhD,691,Spanish,Introvert,4,Yes,Yes,Cook,No,No,Yes,Yes,Yes,Yes,Yes,Yes,None,Travel,High,No,Single
7700,Early bird,Afternoon,Medium,Master's,707,"Spanish, German",Extrovert,5,Yes,No,Cook,No,Yes,Yes,No,No,Yes,No,Yes,Techno,Party,High,No,Single
7701,Night owl,Night,High,Master's,354,Spanish,Balanced,3,Yes,Yes,Cook,No,Yes,Yes,No,No,Yes,No,No,Techno,Travel,High,No,Single
7702,Flexible,Afternoon,High,PhD,944,German,Extrovert,2,No,Yes,Order,Yes,No,No,No,No,Yes,Yes,No,Reggaeton,Hike,Low,No,Single
7703,Flexible,Night,Medium,High School,954,German,Introvert,3,No,No,Cook,Yes,Yes,No,Yes,No,Yes,Yes,Yes,None,Party,Medium,No,Relationship
7704,Night owl,Night,High,High School,560,"French, Italian",Extrovert,3,No,Yes,Order,Yes,No,Yes,No,No,Yes,Yes,Yes,Techno,Chill,Medium,No,Relationship
7705,Early bird,Afternoon,Medium,PhD,453,"Spanish, German, Italian",Extrovert,4,Yes,Yes,Cook,Yes,No,Yes,Yes,No,No,Yes,No,Classical,Family Time,High,Yes,Relationship
7706,Flexible,Night,High,PhD,701,"Spanish, French, Italian",Balanced,1,No,No,Order,Yes,No,Yes,Yes,No,No,Yes,Yes,Rock,Hike,High,Yes,Relationship
7707,Early bird,Morning,Low,Master's,891,"German, Italian, English",Extrovert,2,Yes,No,Order,Yes,No,Yes,No,Yes,Yes,No,Yes,Reggaeton,Chill,Medium,No,Relationship
7708,Night owl,Morning,Medium,Master's,393,German,Extrovert,4,No,No,Cook,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Classical,Hike,High,Yes,Single
7709,Night owl,Night,High,High School,1091,English,Extrovert,2,No,Yes,Cook,No,No,No,No,No,Yes,No,Yes,Reggaeton,Travel,Medium,Yes,Single
7710,Flexible,Afternoon,Low,Bachelor's,593,"German, Italian",Introvert,4,Yes,No,Order,No,No,No,No,No,Yes,No,Yes,None,Chill,Medium,Yes,Single
7711,Early bird,Afternoon,Medium,PhD,427,"French, Italian, German",Extrovert,2,No,No,Order,No,No,No,Yes,No,No,No,Yes,None,Hike,High,No,Single
7712,Night owl,Afternoon,High,Master's,853,"German, English, French",Introvert,5,No,Yes,Cook,No,Yes,Yes,No,No,No,Yes,No,None,Party,Medium,No,Single
7713,Night owl,Morning,Low,PhD,795,Italian,Introvert,2,Yes,Yes,Cook,Yes,Yes,No,No,No,Yes,No,No,Pop,Travel,Medium,No,Relationship
7714,Early bird,Night,Low,Bachelor's,914,"French, Italian",Introvert,5,No,Yes,Order,No,No,Yes,Yes,No,No,Yes,Yes,None,Family Time,Medium,Yes,Single
7715,Night owl,Morning,High,High School,1129,"German, French",Extrovert,1,No,Yes,Order,No,Yes,No,Yes,Yes,Yes,No,No,Classical,Hike,Medium,Yes,Single
7716,Flexible,Afternoon,Medium,High School,992,"German, French, Spanish",Extrovert,4,Yes,No,Order,No,Yes,Yes,Yes,Yes,No,No,Yes,None,Family Time,High,No,Single
7717,Early bird,Night,High,Master's,980,Italian,Introvert,2,No,Yes,Cook,No,No,No,No,Yes,No,Yes,No,Rock,Travel,Medium,No,Single
7718,Early bird,Morning,Medium,Master's,782,"English, Italian, German",Extrovert,5,Yes,Yes,Order,Yes,Yes,No,Yes,No,No,No,Yes,Classical,Chill,High,No,Single
7719,Early bird,Morning,Low,Bachelor's,648,Spanish,Balanced,5,No,No,Cook,Yes,Yes,No,Yes,No,No,Yes,Yes,Pop,Travel,Low,Yes,Single
7720,Early bird,Afternoon,Low,PhD,854,"Italian, English",Balanced,4,No,No,Cook,No,No,No,No,No,No,Yes,No,Techno,Chill,Medium,Yes,Single
7721,Flexible,Morning,Medium,PhD,536,English,Extrovert,1,Yes,Yes,Cook,Yes,Yes,No,No,No,Yes,No,No,Reggaeton,Travel,Medium,Yes,Single
7722,Early bird,Morning,Medium,PhD,390,"Spanish, French",Introvert,1,No,Yes,Order,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Rock,Party,Low,Yes,Relationship
7723,Early bird,Night,Medium,PhD,846,"English, Italian, German",Balanced,2,Yes,Yes,Order,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Techno,Party,Medium,Yes,Relationship
7724,Night owl,Morning,High,High School,355,Spanish,Introvert,4,No,Yes,Cook,No,Yes,Yes,No,No,Yes,Yes,Yes,Jazz,Chill,Medium,Yes,Relationship
7725,Early bird,Morning,Low,Bachelor's,729,"Spanish, English",Introvert,5,Yes,No,Order,Yes,No,Yes,No,No,No,Yes,Yes,Rock,Family Time,High,Yes,Single
7726,Flexible,Night,High,Bachelor's,1178,Spanish,Introvert,5,No,No,Cook,No,No,Yes,Yes,No,No,Yes,Yes,Pop,Hike,Low,Yes,Single
7727,Night owl,Afternoon,Low,PhD,1020,"German, French, Italian",Balanced,1,Yes,No,Order,No,Yes,Yes,Yes,Yes,No,Yes,Yes,None,Family Time,High,Yes,Relationship
7728,Flexible,Afternoon,Low,Master's,868,Spanish,Extrovert,3,Yes,No,Cook,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Jazz,Chill,Medium,No,Relationship
7729,Flexible,Morning,Medium,PhD,558,Spanish,Balanced,4,No,No,Order,Yes,No,No,Yes,Yes,No,Yes,No,Techno,Family Time,High,Yes,Relationship
7730,Night owl,Afternoon,Medium,Master's,634,"English, French",Extrovert,5,Yes,No,Order,No,Yes,No,No,Yes,No,Yes,No,Techno,Family Time,High,Yes,Relationship
7731,Night owl,Morning,Medium,Bachelor's,404,"Spanish, German",Introvert,2,No,Yes,Cook,No,Yes,Yes,Yes,Yes,No,Yes,No,None,Hike,Low,No,Single
7732,Night owl,Night,Low,High School,762,German,Introvert,5,No,Yes,Order,No,No,No,No,No,No,No,No,None,Travel,High,Yes,Single
7733,Night owl,Night,Medium,Bachelor's,1057,"German, English, Spanish",Introvert,1,No,Yes,Order,No,No,Yes,Yes,No,Yes,Yes,Yes,None,Hike,Low,No,Relationship
7734,Flexible,Night,Low,PhD,1062,"German, Spanish, Italian",Balanced,5,Yes,No,Order,Yes,Yes,Yes,No,No,Yes,No,No,Reggaeton,Party,Medium,No,Single
7735,Early bird,Afternoon,Medium,PhD,586,"Italian, Spanish",Balanced,3,Yes,Yes,Order,Yes,No,No,Yes,No,No,No,No,Pop,Travel,Medium,No,Single
7736,Flexible,Night,Medium,PhD,1180,"Spanish, Italian",Extrovert,4,Yes,Yes,Cook,No,No,Yes,No,Yes,Yes,Yes,No,None,Travel,Medium,No,Single
7737,Night owl,Morning,High,Bachelor's,1004,English,Introvert,2,Yes,No,Order,No,Yes,Yes,No,No,Yes,Yes,Yes,Classical,Hike,High,No,Relationship
7738,Early bird,Morning,Low,PhD,694,"Spanish, German",Extrovert,5,Yes,Yes,Order,Yes,Yes,Yes,No,Yes,No,No,No,None,Travel,Medium,No,Single
7739,Night owl,Morning,Low,Bachelor's,462,"Spanish, German",Balanced,5,No,No,Cook,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Techno,Travel,Medium,No,Single
7740,Night owl,Night,High,High School,474,"English, French, Spanish",Introvert,1,Yes,No,Cook,No,No,No,Yes,Yes,No,Yes,No,None,Hike,High,Yes,Relationship
7741,Night owl,Night,High,Master's,810,Italian,Extrovert,3,No,No,Cook,Yes,No,Yes,No,No,No,No,No,Classical,Travel,Low,Yes,Single
7742,Early bird,Night,High,Master's,912,"English, French",Extrovert,5,No,No,Cook,No,Yes,No,No,Yes,Yes,Yes,No,Techno,Party,Low,Yes,Single
7743,Night owl,Morning,Medium,High School,995,French,Balanced,1,Yes,Yes,Order,Yes,No,No,Yes,No,No,Yes,Yes,None,Party,Low,No,Single
7744,Night owl,Night,High,Master's,1151,Spanish,Balanced,4,No,Yes,Cook,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Jazz,Travel,Medium,Yes,Relationship
7745,Night owl,Night,Low,Bachelor's,585,"Spanish, English, French",Balanced,5,No,No,Order,No,No,No,No,No,Yes,No,Yes,Classical,Family Time,Medium,Yes,Single
7746,Early bird,Morning,Low,PhD,802,"English, Italian",Balanced,5,No,No,Order,No,No,No,Yes,No,No,Yes,No,Techno,Party,High,No,Single
7747,Early bird,Morning,Low,High School,1033,"German, English",Introvert,3,Yes,No,Order,No,Yes,No,No,No,Yes,No,No,Jazz,Hike,High,Yes,Relationship
7748,Flexible,Afternoon,High,High School,459,"French, Italian",Introvert,1,No,Yes,Order,No,Yes,Yes,No,No,No,Yes,Yes,Classical,Family Time,High,No,Single
7749,Flexible,Morning,Medium,PhD,1067,"Spanish, French",Balanced,2,No,Yes,Cook,No,No,Yes,No,Yes,No,Yes,No,Pop,Travel,Low,Yes,Relationship
7750,Early bird,Morning,Low,Bachelor's,659,"Italian, French, English",Extrovert,2,Yes,Yes,Cook,No,Yes,Yes,No,No,Yes,No,No,None,Travel,Low,No,Relationship
7751,Early bird,Afternoon,High,Master's,1013,"Italian, English, French",Extrovert,3,Yes,No,Order,Yes,Yes,No,No,No,Yes,No,Yes,Pop,Family Time,High,Yes,Single
7752,Flexible,Night,Medium,PhD,665,"French, Spanish",Extrovert,4,Yes,Yes,Order,No,No,No,No,No,Yes,Yes,Yes,Techno,Travel,Medium,No,Single
7753,Early bird,Morning,Low,Bachelor's,1059,French,Extrovert,4,Yes,No,Cook,Yes,Yes,No,No,No,Yes,Yes,No,Classical,Travel,Low,Yes,Single
7754,Early bird,Morning,Low,PhD,1118,"French, Spanish, English",Extrovert,1,Yes,No,Order,Yes,Yes,No,No,No,No,Yes,Yes,Reggaeton,Family Time,Medium,No,Relationship
7755,Night owl,Morning,Medium,PhD,1148,"French, English",Balanced,5,Yes,Yes,Order,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Reggaeton,Travel,Low,No,Single
7756,Early bird,Night,Medium,High School,463,"French, Spanish, German",Balanced,3,Yes,Yes,Order,No,Yes,Yes,Yes,No,No,No,No,None,Travel,High,Yes,Relationship
7757,Night owl,Afternoon,High,High School,671,Spanish,Introvert,3,No,No,Cook,No,No,Yes,Yes,Yes,Yes,No,No,Pop,Chill,High,Yes,Relationship
7758,Flexible,Afternoon,High,High School,1135,"Spanish, English, German",Balanced,1,No,Yes,Order,No,No,No,No,No,Yes,No,Yes,Rock,Hike,Low,Yes,Relationship
7759,Flexible,Night,Medium,High School,1133,Spanish,Balanced,4,No,No,Cook,No,No,Yes,No,No,No,Yes,No,Techno,Travel,Low,No,Relationship
7760,Early bird,Morning,Medium,Master's,1036,"Spanish, English, Italian",Extrovert,4,Yes,Yes,Cook,No,No,Yes,Yes,No,No,Yes,Yes,Pop,Hike,High,Yes,Single
7761,Flexible,Night,Medium,PhD,988,Spanish,Introvert,3,Yes,No,Order,No,No,No,No,No,No,No,Yes,Pop,Hike,Low,No,Single
7762,Night owl,Morning,Medium,Bachelor's,424,"German, French, Italian",Introvert,3,Yes,Yes,Cook,Yes,No,Yes,No,No,No,No,No,Classical,Travel,High,No,Single
7763,Night owl,Night,Low,High School,996,"Spanish, Italian, English",Introvert,4,Yes,No,Cook,No,Yes,No,Yes,Yes,Yes,Yes,No,Rock,Hike,Low,No,Single
7764,Early bird,Afternoon,High,Master's,1028,"French, Spanish, German",Extrovert,5,Yes,No,Order,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,None,Chill,Low,Yes,Single
7765,Night owl,Morning,Medium,PhD,1165,Spanish,Introvert,2,No,Yes,Order,Yes,No,No,No,Yes,No,Yes,No,Rock,Family Time,High,No,Single
7766,Flexible,Afternoon,High,PhD,1117,"French, English, German",Balanced,3,Yes,Yes,Order,No,Yes,No,Yes,Yes,No,No,Yes,Classical,Party,High,Yes,Single
7767,Early bird,Morning,Low,Master's,834,"Italian, Spanish",Introvert,1,No,No,Cook,Yes,Yes,Yes,Yes,No,No,Yes,Yes,None,Hike,Medium,Yes,Single
7768,Early bird,Afternoon,High,Master's,968,"French, Spanish, Italian",Introvert,3,No,No,Cook,No,Yes,No,No,Yes,Yes,Yes,No,Rock,Chill,Low,Yes,Single
7769,Early bird,Afternoon,Low,High School,925,"Spanish, German, English",Balanced,3,No,No,Order,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Rock,Hike,High,No,Relationship
7770,Flexible,Morning,Medium,High School,451,"French, Spanish, Italian",Introvert,2,No,No,Order,Yes,Yes,Yes,No,No,No,Yes,No,None,Party,Medium,Yes,Relationship
7771,Flexible,Morning,Low,High School,418,"Italian, German",Extrovert,1,No,Yes,Cook,No,No,No,Yes,Yes,No,No,No,Techno,Hike,Medium,Yes,Single
7772,Flexible,Afternoon,High,Master's,669,"German, Spanish, Italian",Introvert,5,Yes,Yes,Order,No,Yes,No,No,Yes,Yes,Yes,Yes,Classical,Chill,Low,No,Single
7773,Night owl,Night,Medium,Bachelor's,543,"Spanish, English, German",Introvert,1,No,No,Cook,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Reggaeton,Family Time,Medium,No,Relationship
7774,Flexible,Night,Medium,Master's,921,"Spanish, French, German",Extrovert,2,No,Yes,Cook,Yes,No,No,Yes,Yes,Yes,No,No,Reggaeton,Party,High,Yes,Relationship
7775,Early bird,Afternoon,Low,High School,883,"Spanish, German, French",Balanced,5,No,No,Order,Yes,No,Yes,No,No,Yes,No,No,Pop,Family Time,Medium,Yes,Relationship
7776,Early bird,Morning,Low,High School,510,"English, Spanish, French",Introvert,2,No,Yes,Order,No,Yes,Yes,Yes,No,Yes,No,Yes,Rock,Travel,High,No,Single
7777,Early bird,Morning,Medium,Bachelor's,814,English,Introvert,2,Yes,No,Cook,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Jazz,Travel,High,Yes,Single
7778,Flexible,Morning,Medium,Bachelor's,461,"English, Italian, Spanish",Introvert,1,No,No,Cook,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Techno,Family Time,Low,Yes,Single
7779,Early bird,Night,Low,Master's,493,"Italian, French",Introvert,2,No,No,Cook,No,No,No,No,No,No,No,No,Techno,Hike,High,Yes,Relationship
7780,Early bird,Afternoon,High,PhD,378,"Italian, Spanish",Extrovert,1,No,Yes,Cook,No,No,Yes,No,No,Yes,No,Yes,Jazz,Family Time,High,No,Relationship
7781,Early bird,Morning,Medium,High School,998,"German, English, French",Extrovert,1,No,No,Order,No,No,No,No,No,No,Yes,Yes,Pop,Hike,High,No,Relationship
7782,Flexible,Afternoon,Medium,Master's,554,"French, English, German",Introvert,3,Yes,No,Order,Yes,No,No,No,Yes,No,No,No,Jazz,Party,Low,No,Single
7783,Early bird,Morning,Low,High School,383,"Italian, English",Introvert,1,No,No,Order,Yes,Yes,No,No,No,No,Yes,No,Classical,Hike,Medium,Yes,Relationship
7784,Flexible,Afternoon,Low,Bachelor's,944,"Italian, Spanish, German",Balanced,5,Yes,Yes,Cook,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Rock,Travel,Low,Yes,Single
7785,Flexible,Night,Low,Bachelor's,846,English,Extrovert,2,Yes,No,Cook,Yes,No,No,Yes,No,Yes,Yes,Yes,Classical,Travel,Medium,No,Relationship
7786,Night owl,Afternoon,Low,Master's,625,"Italian, English, French",Extrovert,4,No,Yes,Order,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Jazz,Travel,Low,Yes,Single
7787,Flexible,Afternoon,High,PhD,1114,"Italian, English",Extrovert,4,Yes,Yes,Order,No,Yes,No,Yes,No,No,No,No,Pop,Travel,Low,Yes,Relationship
7788,Early bird,Afternoon,Medium,Master's,476,"Spanish, Italian, English",Introvert,5,Yes,No,Cook,Yes,No,No,Yes,No,Yes,Yes,Yes,Pop,Chill,High,No,Relationship
7789,Flexible,Morning,Medium,Master's,505,"Italian, French",Introvert,1,No,Yes,Order,Yes,No,Yes,Yes,Yes,Yes,No,No,Jazz,Hike,Medium,Yes,Single
7790,Night owl,Afternoon,High,High School,1025,"Spanish, French, English",Extrovert,1,Yes,Yes,Order,No,No,Yes,Yes,No,No,Yes,Yes,Pop,Party,High,Yes,Relationship
7791,Night owl,Night,Low,Master's,706,"Italian, Spanish",Extrovert,5,No,No,Order,No,No,Yes,No,Yes,No,Yes,No,Pop,Chill,Medium,Yes,Single
7792,Flexible,Afternoon,Low,High School,1120,"German, Italian, French",Balanced,3,No,No,Cook,No,Yes,Yes,No,No,Yes,No,Yes,Reggaeton,Party,Medium,Yes,Single
7793,Early bird,Night,Medium,PhD,794,German,Balanced,5,Yes,Yes,Order,Yes,No,Yes,No,No,Yes,Yes,No,Pop,Chill,Medium,No,Single
7794,Flexible,Night,High,Bachelor's,723,Spanish,Introvert,4,No,Yes,Order,No,Yes,No,No,No,No,Yes,Yes,Rock,Family Time,Low,No,Relationship
7795,Flexible,Night,Medium,High School,1198,"English, German",Balanced,1,No,No,Order,Yes,No,No,No,Yes,No,Yes,No,None,Chill,Low,No,Relationship
7796,Early bird,Afternoon,Low,Master's,756,"German, French",Extrovert,2,No,Yes,Order,Yes,Yes,No,Yes,Yes,Yes,No,No,None,Chill,Low,Yes,Single
7797,Night owl,Afternoon,Low,High School,1067,Italian,Balanced,5,No,Yes,Order,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Reggaeton,Party,High,Yes,Single
7798,Early bird,Night,Medium,High School,785,"English, Italian",Extrovert,1,No,No,Cook,Yes,No,No,Yes,No,Yes,Yes,No,None,Hike,Low,Yes,Single
7799,Night owl,Morning,Medium,PhD,894,"English, German, Spanish",Introvert,5,Yes,Yes,Order,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Classical,Family Time,Low,No,Relationship
7800,Night owl,Morning,Medium,Bachelor's,977,French,Introvert,3,No,Yes,Order,Yes,No,Yes,No,Yes,No,No,Yes,Reggaeton,Travel,High,No,Single
7801,Flexible,Afternoon,High,Master's,363,English,Balanced,4,No,Yes,Cook,No,Yes,No,No,No,Yes,No,No,Classical,Chill,Low,No,Relationship
7802,Flexible,Night,Low,Master's,1092,"French, Italian",Extrovert,5,Yes,Yes,Order,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Jazz,Travel,Medium,No,Relationship
7803,Flexible,Afternoon,Low,High School,422,English,Balanced,2,No,Yes,Order,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Rock,Travel,High,No,Single
7804,Early bird,Night,Low,PhD,757,"Italian, Spanish, English",Balanced,1,Yes,No,Order,Yes,Yes,No,Yes,No,Yes,No,Yes,Techno,Chill,High,Yes,Single
7805,Flexible,Night,Low,Bachelor's,749,"German, Italian, French",Introvert,2,No,No,Cook,No,No,No,Yes,Yes,No,Yes,Yes,Rock,Party,High,Yes,Single
7806,Night owl,Afternoon,Medium,PhD,768,"German, English, Italian",Balanced,5,Yes,No,Cook,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,None,Travel,High,Yes,Relationship
7807,Flexible,Afternoon,Medium,High School,913,Spanish,Introvert,2,No,Yes,Cook,Yes,Yes,No,No,No,No,Yes,Yes,Reggaeton,Chill,High,Yes,Relationship
7808,Early bird,Afternoon,Medium,High School,1179,"English, Spanish, German",Balanced,1,Yes,No,Order,No,No,Yes,No,Yes,No,No,No,Pop,Hike,Medium,No,Single
7809,Night owl,Afternoon,Medium,Bachelor's,889,"German, French, Spanish",Balanced,2,Yes,Yes,Cook,No,No,No,Yes,No,Yes,Yes,No,Classical,Hike,Low,No,Relationship
7810,Night owl,Morning,Low,PhD,623,"English, Spanish",Introvert,3,No,Yes,Order,No,Yes,Yes,Yes,No,No,Yes,No,Pop,Hike,Low,No,Single
